DataStore	Total Read Count	Forward Read Count	Reverse Read Count	Unknown Read Count	Mean Read Length	Total Read Length	Fold Coverage	Total Quantitation	Median Quantitation	Mean Quantitation	Valid Quantitations
11_BAT_r3_N_GRCm38_bismark_bt2_pe.bam	63447	31321	32126	0	236	15024329	0.005512427573790396	5082.389931201935	3.8263013	3.829985	1327
11_BAT_r3_X_GRCm38_bismark_bt2_pe.bam	29602	14842	14760	0	243	7204681	0.0026433980648828815	9954.929241657257	7.8855166	7.5018306	1327
11_Blood_r1_C_GRCm38_bismark_bt2_pe.bam	48427	23938	24489	0	271	13154345	0.004826330286906778	11374.1947889328	8.760362	8.57136	1327
11_Blood_r1_N_GRCm38_bismark_bt2_pe.bam	176056	87919	88137	0	250	44189505	0.016213133101261865	3131.45303940773	2.3538907	2.359799	1327
11_Blood_r1_X_GRCm38_bismark_bt2_pe.bam	85109	42307	42802	0	248	21151875	0.007760624716575877	9648.589678287506	7.461435	7.2709794	1327
11_Blood_r2_C_GRCm38_bismark_bt2_pe.bam	96001	47838	48163	0	263	25339304	0.009296992768878881	11320.285385131836	8.702735	8.530735	1327
11_Blood_r2_N_GRCm38_bismark_bt2_pe.bam	286641	142747	143894	0	247	70925871	0.026022708035447078	2206.4206264019012	1.6506801	1.6627134	1327
11_Blood_r2_X_GRCm38_bismark_bt2_pe.bam	142015	70875	71140	0	245	34922331	0.012813006181203507	9627.44230055809	7.459741	7.255043	1327
11_Blood_r3_C_GRCm38_bismark_bt2_pe.bam	40484	20173	20311	0	259	10509987	0.003856115114290868	11255.664596557617	8.713967	8.4820385	1327
11_Blood_r3_N_GRCm38_bismark_bt2_pe.bam	135883	68303	67580	0	235	31967185	0.011728762865247341	3628.2482941150665	2.72756	2.7341735	1327
11_Blood_r3_X_GRCm38_bismark_bt2_pe.bam	60406	29977	30429	0	238	14415170	0.005288927085454272	9687.91268992424	7.6341267	7.3006124	1327
11_Liver_r1_C_GRCm38_bismark_bt2_pe.bam	21663	10901	10762	0	276	5981437	0.0021945897383963105	11208.900135040283	8.698548	8.446797	1327
11_Liver_r1_N_GRCm38_bismark_bt2_pe.bam	76345	37922	38423	0	252	19309687	0.007084725784430169	4727.104712963104	3.5593193	3.5622492	1327
11_Liver_r1_X_GRCm38_bismark_bt2_pe.bam	37264	18584	18680	0	252	9420839	0.0034565066214830584	9496.74917793274	7.3310366	7.1565557	1327
11_Liver_r2_C_GRCm38_bismark_bt2_pe.bam	77891	38879	39012	0	262	20441913	0.007500139599061252	11966.949110984802	9.205961	9.018047	1327
11_Liver_r2_N_GRCm38_bismark_bt2_pe.bam	274674	136917	137757	0	239	65741240	0.024120466485469807	2291.9758348464966	1.7122047	1.727186	1327
11_Liver_r2_X_GRCm38_bismark_bt2_pe.bam	100347	49735	50612	0	244	24529049	0.008999710141228651	10790.692590713501	8.316931	8.131645	1327
11_Liver_r3_C_GRCm38_bismark_bt2_pe.bam	56451	28304	28147	0	249	14101992	0.005174022050912994	11428.737015724182	8.847297	8.612462	1327
11_Liver_r3_N_GRCm38_bismark_bt2_pe.bam	175481	87481	88000	0	228	40122425	0.014720921107181366	3142.651790857315	2.3586102	2.368238	1327
11_Liver_r3_X_GRCm38_bismark_bt2_pe.bam	83208	41228	41980	0	231	19268405	0.007069579415157956	9905.272943735123	7.6745963	7.464411	1327
11_scAT_r1_C_GRCm38_bismark_bt2_pe.bam	83836	41781	42055	0	255	21415677	0.00785741369256416	11086.910758972168	8.530482	8.354869	1327
11_scAT_r1_N_GRCm38_bismark_bt2_pe.bam	268958	134096	134862	0	238	64095451	0.023516626362943143	2334.6281485557556	1.742544	1.7593279	1327
11_scAT_r1_X_GRCm38_bismark_bt2_pe.bam	129784	64878	64906	0	237	30785757	0.011295296832677897	9325.959000349045	7.193743	7.0278516	1327
11_scAT_r2_C_GRCm38_bismark_bt2_pe.bam	57095	28139	28956	0	270	15453734	0.005669976304407481	11764.653086185455	9.037382	8.865602	1327
11_scAT_r2_N_GRCm38_bismark_bt2_pe.bam	226854	112987	113867	0	236	53573172	0.0196560013128184	2656.233667373657	1.9881608	2.0016832	1327
11_scAT_r2_X_GRCm38_bismark_bt2_pe.bam	78551	39200	39351	0	244	19244466	0.007060796194044457	10405.86265707016	8.062544	7.841645	1327
12_BAT_r1_C_GRCm38_bismark_bt2_pe.bam	35826	17799	18027	0	236	8474024	0.0031091201183468214	11290.088679790497	8.70974	8.507979	1327
12_BAT_r1_N_GRCm38_bismark_bt2_pe.bam	127754	64011	63743	0	228	29146308	0.010693782856684488	3740.458783864975	2.8165567	2.818733	1327
12_BAT_r1_X_GRCm38_bismark_bt2_pe.bam	64157	31759	32398	0	224	14403995	0.005284826977014347	9506.010733366013	7.421681	7.1635346	1327
12_BAT_r2_C_GRCm38_bismark_bt2_pe.bam	55988	27827	28161	0	246	13789710	0.005059445758847077	11240.382850646973	8.743701	8.470522	1327
12_BAT_r2_N_GRCm38_bismark_bt2_pe.bam	164118	81408	82710	0	235	38717040	0.014205285232474987	3265.9030582904816	2.4551914	2.4611175	1327
12_BAT_r2_X_GRCm38_bismark_bt2_pe.bam	52824	26192	26632	0	235	12432218	0.00456138182986896	9459.968932628632	7.4125876	7.1288385	1327
12_BAT_r3_C_GRCm38_bismark_bt2_pe.bam	54562	27359	27203	0	243	13309277	0.004883174850738047	11457.079085350037	8.8963995	8.63382	1327
12_BAT_r3_N_GRCm38_bismark_bt2_pe.bam	175185	87174	88011	0	220	38692565	0.014196305352916406	3155.1649022102356	2.3610458	2.3776677	1327
12_BAT_r3_X_GRCm38_bismark_bt2_pe.bam	79958	40025	39933	0	223	17884685	0.006561892430773812	9869.009723901749	7.6446137	7.4370832	1327
12_Blood_r1_C_GRCm38_bismark_bt2_pe.bam	55567	27716	27851	0	264	14681780	0.005386746316878734	11396.184881687164	8.813484	8.587932	1327
12_Blood_r1_N_GRCm38_bismark_bt2_pe.bam	210009	104628	105381	0	241	50718067	0.018608463048176642	2791.1060180664062	2.099474	2.1033204	1327
12_Blood_r1_X_GRCm38_bismark_bt2_pe.bam	98962	49300	49662	0	239	23728149	0.008705859863865267	9566.594911336899	7.424444	7.20919	1327
12_Blood_r2_C_GRCm38_bismark_bt2_pe.bam	58997	29424	29573	0	239	14119493	0.005180443169284996	11130.638780593872	8.668178	8.387821	1327
12_Blood_r2_N_GRCm38_bismark_bt2_pe.bam	184051	91613	92438	0	230	42485509	0.01558793682553943	3048.1026191711426	2.2898195	2.2969878	1327
12_Blood_r2_X_GRCm38_bismark_bt2_pe.bam	89649	44617	45032	0	226	20311125	0.007452153470860725	9278.567541122437	7.180009	6.9921384	1327
12_Blood_r3_C_GRCm38_bismark_bt2_pe.bam	65628	32481	33147	0	246	16146178	0.005924034066248673	11478.975640535355	8.836435	8.650321	1327
12_Blood_r3_N_GRCm38_bismark_bt2_pe.bam	218593	108631	109962	0	223	48873558	0.017931712540935715	2722.2514564990997	2.0416777	2.0514328	1327
12_Blood_r3_X_GRCm38_bismark_bt2_pe.bam	98578	49090	49488	0	225	22215700	0.008150942198553779	9855.781237602234	7.5905185	7.4271145	1327
12_Liver_r1_C_GRCm38_bismark_bt2_pe.bam	30370	15126	15244	0	270	8218532	0.00301538008205749	11388.705572128296	8.848564	8.582295	1327
12_Liver_r1_N_GRCm38_bismark_bt2_pe.bam	106587	53345	53242	0	252	26875550	0.009860641555491927	4087.1010398864746	3.0778937	3.0799556	1327
12_Liver_r1_X_GRCm38_bismark_bt2_pe.bam	52275	26223	26052	0	249	13017362	0.004776071212685191	9648.95086812973	7.4276595	7.2712517	1327
12_Liver_r2_C_GRCm38_bismark_bt2_pe.bam	15661	7646	8015	0	255	4003390	0.0014688441277235563	11544.890445232391	8.99668	8.699993	1327
12_Liver_r2_N_GRCm38_bismark_bt2_pe.bam	55042	27440	27602	0	237	13088905	0.004802320345402645	5352.145822048187	4.03132	4.0332675	1327
12_Liver_r2_X_GRCm38_bismark_bt2_pe.bam	20198	9965	10233	0	239	4830322	0.001772245548076481	10473.711007595062	8.214606	7.892774	1327
12_Liver_r3_C_GRCm38_bismark_bt2_pe.bam	65759	32792	32967	0	246	16241355	0.0059589545155539735	11636.209119796753	8.971063	8.768808	1327
12_Liver_r3_N_GRCm38_bismark_bt2_pe.bam	205453	102904	102549	0	227	46822089	0.017179028392287465	2839.0239672660828	2.1311166	2.1394303	1327
12_Liver_r3_X_GRCm38_bismark_bt2_pe.bam	96395	48290	48105	0	229	22098208	0.008107834373871572	10189.442040920258	7.89846	7.6785545	1327
12_scAT_r1_C_GRCm38_bismark_bt2_pe.bam	78267	39301	38966	0	246	19317410	0.007087559353779748	11053.726296663284	8.533433	8.329862	1327
12_scAT_r1_N_GRCm38_bismark_bt2_pe.bam	253119	126874	126245	0	233	59171002	0.021709845610649675	2440.8910171985626	1.8301091	1.8394054	1327
12_scAT_r1_X_GRCm38_bismark_bt2_pe.bam	123257	61793	61464	0	230	28390239	0.010416381076991822	9299.69561958313	7.268186	7.00806	1327
12_scAT_r2_C_GRCm38_bismark_bt2_pe.bam	38313	18982	19331	0	269	10338037	0.003793026644828221	11732.275366306305	9.09834	8.841202	1327
12_scAT_r2_N_GRCm38_bismark_bt2_pe.bam	149050	74668	74382	0	239	35688824	0.013094232527372933	3448.728770494461	2.5941286	2.5988913	1327
12_scAT_r2_X_GRCm38_bismark_bt2_pe.bam	50856	25275	25581	0	246	12553843	0.004606006052598791	10468.05999135971	8.104794	7.8885155	1327
13_BAT_r1_C_GRCm38_bismark_bt2_pe.bam	34044	17096	16948	0	246	8385111	0.0030764979311683842	11290.839879512787	8.68381	8.508546	1327
13_BAT_r1_N_GRCm38_bismark_bt2_pe.bam	125477	62532	62945	0	233	29306429	0.010752531265052202	3780.1214032173157	2.842502	2.848622	1327
13_BAT_r1_X_GRCm38_bismark_bt2_pe.bam	61512	30858	30654	0	229	14087098	0.005168557441060265	9482.0776181221	7.344917	7.145499	1327
13_BAT_r2_C_GRCm38_bismark_bt2_pe.bam	47219	23524	23695	0	231	10936561	0.004012625150769839	10899.54392194748	8.574414	8.213673	1327
13_BAT_r2_N_GRCm38_bismark_bt2_pe.bam	150411	74687	75724	0	226	34131687	0.012522918831102752	3434.262825489044	2.5810149	2.58799	1327
13_BAT_r2_X_GRCm38_bismark_bt2_pe.bam	72484	36274	36210	0	222	16145691	0.005923855385907712	9189.968561887741	7.245625	6.925372	1327
13_BAT_r3_C_GRCm38_bismark_bt2_pe.bam	48575	24321	24254	0	250	12184201	0.004470384371708348	11583.887357711792	8.948605	8.72938	1327
13_BAT_r3_N_GRCm38_bismark_bt2_pe.bam	150088	74768	75320	0	229	34429952	0.012632352284689704	3440.634711742401	2.5841165	2.5927918	1327
13_BAT_r3_X_GRCm38_bismark_bt2_pe.bam	67218	33242	33976	0	231	15582207	0.005717113058913295	10085.37106704712	7.8018994	7.600129	1327
13_Blood_r1_C_GRCm38_bismark_bt2_pe.bam	22185	10895	11290	0	298	6628074	0.002431840908084694	11515.365721702576	8.953703	8.677744	1327
13_Blood_r1_N_GRCm38_bismark_bt2_pe.bam	73343	36721	36622	0	271	19906537	0.007303710099630988	4803.273036956787	3.6171937	3.6196482	1327
13_Blood_r1_X_GRCm38_bismark_bt2_pe.bam	36064	17727	18337	0	272	9838184	0.003609630537085782	9850.048062324524	7.6006513	7.4227943	1327
13_Blood_r2_C_GRCm38_bismark_bt2_pe.bam	33217	16609	16608	0	277	9206856	0.0033779962407850324	11717.982080459595	9.08186	8.830431	1327
13_Blood_r2_N_GRCm38_bismark_bt2_pe.bam	119513	59716	59797	0	245	29286853	0.010745348829005673	3867.7490956783295	2.9127574	2.9146564	1327
13_Blood_r2_X_GRCm38_bismark_bt2_pe.bam	43089	21514	21575	0	251	10822111	0.003970633436143494	10518.22385263443	8.121499	7.9263177	1327
13_Blood_r3_C_GRCm38_bismark_bt2_pe.bam	41146	20746	20400	0	259	10696100	0.003924399989644759	11292.136910915375	8.773029	8.509523	1327
13_Blood_r3_N_GRCm38_bismark_bt2_pe.bam	136271	67969	68302	0	233	31882505	0.01169769376612494	3626.3334386348724	2.7234464	2.7327306	1327
13_Blood_r3_X_GRCm38_bismark_bt2_pe.bam	61280	30446	30834	0	239	14652230	0.005375904419393295	9737.186417102814	7.6134024	7.337744	1327
13_Liver_r1_C_GRCm38_bismark_bt2_pe.bam	28831	14360	14471	0	246	7099461	0.002604792838032869	11321.36681842804	8.701198	8.53155	1327
13_Liver_r1_N_GRCm38_bismark_bt2_pe.bam	106807	53796	53011	0	232	24815834	0.009104931581850025	4084.9132475852966	3.0749187	3.078307	1327
13_Liver_r1_X_GRCm38_bismark_bt2_pe.bam	52117	25818	26299	0	229	11949088	0.004384121392233086	9444.536086559296	7.262102	7.117209	1327
13_Liver_r2_C_GRCm38_bismark_bt2_pe.bam	43900	22135	21765	0	250	10981901	0.004029260400583368	11791.700035095215	9.094598	8.885983	1327
13_Liver_r2_N_GRCm38_bismark_bt2_pe.bam	165670	82703	82967	0	226	37542720	0.013774427125703394	3246.5559051036835	2.4416125	2.446538	1327
13_Liver_r2_X_GRCm38_bismark_bt2_pe.bam	59708	29735	29973	0	231	13831630	0.005074826210372952	10474.553094863892	8.153395	7.8934083	1327
13_Liver_r3_C_GRCm38_bismark_bt2_pe.bam	54257	26925	27332	0	228	12422383	0.004557773367541742	11446.424383163452	8.904487	8.625791	1327
13_Liver_r3_N_GRCm38_bismark_bt2_pe.bam	178144	88463	89681	0	212	37875992	0.013896704650534771	3110.489144563675	2.336881	2.3440008	1327
13_Liver_r3_X_GRCm38_bismark_bt2_pe.bam	82409	41072	41337	0	213	17614657	0.006462819134861864	9925.4144718647	7.6885176	7.479589	1327
13_scAT_r1_C_GRCm38_bismark_bt2_pe.bam	94764	46662	48102	0	282	26810554	0.009836794517625138	11324.368689537048	8.721445	8.5338125	1327
13_scAT_r1_N_GRCm38_bismark_bt2_pe.bam	275993	137731	138262	0	260	72032343	0.026428672705312004	2275.9564077854156	1.7052933	1.7151141	1327
13_scAT_r1_X_GRCm38_bismark_bt2_pe.bam	131911	65935	65976	0	260	34390100	0.012617730582537769	9728.329459905624	7.5073256	7.3310695	1327
13_scAT_r2_C_GRCm38_bismark_bt2_pe.bam	91760	45882	45878	0	266	24432759	0.008964381332129737	11895.032531261444	9.173911	8.963853	1327
13_scAT_r2_N_GRCm38_bismark_bt2_pe.bam	343536	171454	172082	0	238	81884979	0.030043605682413335	1866.130527973175	1.3894637	1.4062777	1327
13_scAT_r2_X_GRCm38_bismark_bt2_pe.bam	121615	60404	61211	0	245	29860126	0.010955682740923438	10632.64474439621	8.16889	8.012543	1327
13_scAT_r3_C_GRCm38_bismark_bt2_pe.bam	33390	16995	16395	0	246	8234179	0.003021120967673553	11385.233917236328	8.811331	8.579679	1327
13_scAT_r3_N_GRCm38_bismark_bt2_pe.bam	104789	52225	52564	0	223	23404223	0.00858701138721998	4121.278940916061	3.1024377	3.1057112	1327
13_scAT_r3_X_GRCm38_bismark_bt2_pe.bam	48933	24349	24584	0	226	11083538	0.004066551024432016	9822.873331069946	7.6749763	7.402316	1327
14_BAT_r1_C_GRCm38_bismark_bt2_pe.bam	33590	16702	16888	0	233	7851719	0.002880796361504993	11068.346408843994	8.596264	8.340879	1327
14_BAT_r1_N_GRCm38_bismark_bt2_pe.bam	130706	65008	65698	0	225	29498782	0.010823105596930937	3699.02875828743	2.7835996	2.7875123	1327
14_BAT_r1_X_GRCm38_bismark_bt2_pe.bam	63058	31771	31287	0	220	13895240	0.005098164724723164	9236.176677703857	7.309105	6.9601936	1327
14_BAT_r2_C_GRCm38_bismark_bt2_pe.bam	27282	13588	13694	0	248	6773607	0.002485236978025417	11049.324023723602	8.655338	8.326544	1327
14_BAT_r2_N_GRCm38_bismark_bt2_pe.bam	79366	39312	40054	0	238	18954219	0.006954304545331896	4653.17752289772	3.503332	3.506539	1327
14_BAT_r2_X_GRCm38_bismark_bt2_pe.bam	39459	19743	19716	0	235	9276448	0.003403529551438388	9435.65484571457	7.248464	7.110516	1327
14_BAT_r3_C_GRCm38_bismark_bt2_pe.bam	20770	10236	10534	0	260	5412505	0.001985848539743664	11405.670087814331	8.9112835	8.595079	1327
14_BAT_r3_N_GRCm38_bismark_bt2_pe.bam	61621	30754	30867	0	235	14542512	0.005335648875964957	5137.599805831909	3.8684309	3.87159	1327
14_BAT_r3_X_GRCm38_bismark_bt2_pe.bam	29070	14286	14784	0	239	6975499	0.002559311169806474	10108.014868736267	7.91168	7.6171927	1327
14_Blood_r1_C_GRCm38_bismark_bt2_pe.bam	27201	13691	13510	0	261	7104733	0.0026067271352762946	11344.291435718536	8.659629	8.548825	1327
14_Blood_r1_N_GRCm38_bismark_bt2_pe.bam	99975	49731	50244	0	243	24323697	0.008924366475156575	4210.945482254028	3.170286	3.1732821	1327
14_Blood_r1_X_GRCm38_bismark_bt2_pe.bam	30333	15206	15127	0	242	7348442	0.0026961439878745628	9367.755856513977	7.3648963	7.0593486	1327
14_Blood_r2_C_GRCm38_bismark_bt2_pe.bam	50904	25321	25583	0	253	12915686	0.004738766279733263	11634.552764892578	8.996517	8.767561	1327
14_Blood_r2_N_GRCm38_bismark_bt2_pe.bam	209509	105384	104125	0	227	47726670	0.017510919237271418	2798.5572459697723	2.1029127	2.1089354	1327
14_Blood_r2_X_GRCm38_bismark_bt2_pe.bam	70931	35270	35661	0	231	16444777	0.0060335900644637175	10225.194987773895	7.987365	7.7054973	1327
14_Blood_r3_C_GRCm38_bismark_bt2_pe.bam	64439	32022	32417	0	239	15429819	0.005661201888896	11454.47423171997	8.813903	8.631857	1327
14_Blood_r3_N_GRCm38_bismark_bt2_pe.bam	214976	107206	107770	0	222	47743822	0.017517212307514067	2753.305624485016	2.0657494	2.0748346	1327
14_Blood_r3_X_GRCm38_bismark_bt2_pe.bam	97336	48290	49046	0	224	21810950	0.008002439389510415	9895.186479091644	7.6828113	7.4568095	1327
14_Liver_r1_C_GRCm38_bismark_bt2_pe.bam	26666	13199	13467	0	251	6711618	0.002462493208711547	11379.83988571167	8.813817	8.575614	1327
14_Liver_r1_N_GRCm38_bismark_bt2_pe.bam	93139	46624	46515	0	235	21942301	0.008050632082458296	4346.125524997711	3.2724676	3.275151	1327
14_Liver_r1_X_GRCm38_bismark_bt2_pe.bam	45078	22375	22703	0	232	10502925	0.0038535240658968857	9653.266555309296	7.4714327	7.2745037	1327
14_Liver_r2_C_GRCm38_bismark_bt2_pe.bam	55168	27602	27566	0	243	13427478	0.0049265428075798865	11869.571739196777	9.134221	8.944666	1327
14_Liver_r2_N_GRCm38_bismark_bt2_pe.bam	208091	103582	104509	0	219	45690633	0.01676389709072115	2810.126893043518	2.1127105	2.117654	1327
14_Liver_r2_X_GRCm38_bismark_bt2_pe.bam	75196	37472	37724	0	223	16825444	0.006173256818781469	10532.231741666794	8.125518	7.936874	1327
14_Liver_r3_C_GRCm38_bismark_bt2_pe.bam	55434	27531	27903	0	239	13303861	0.00488118771988251	11614.20242023468	8.927972	8.752225	1327
14_Liver_r3_N_GRCm38_bismark_bt2_pe.bam	173282	85940	87342	0	217	37739820	0.013846743132281398	3170.5888590812683	2.3768032	2.3892908	1327
14_Liver_r3_X_GRCm38_bismark_bt2_pe.bam	80124	39759	40365	0	222	17802659	0.006531797084474638	10063.923986434937	7.811547	7.5839667	1327
14_scAT_r1_C_GRCm38_bismark_bt2_pe.bam	53911	26648	27263	0	279	15052573	0.005522790299765987	11089.400563240051	8.605594	8.356745	1327
14_scAT_r1_N_GRCm38_bismark_bt2_pe.bam	163701	82010	81691	0	258	42379105	0.015548897188989831	3269.9017968177795	2.4588618	2.4641309	1327
14_scAT_r1_X_GRCm38_bismark_bt2_pe.bam	78536	39196	39340	0	257	20258051	0.007432680615796692	9489.728955745697	7.3709416	7.151265	1327
14_scAT_r2_C_GRCm38_bismark_bt2_pe.bam	54597	27509	27088	0	276	15118082	0.005546825557375923	11718.49869966507	9.053016	8.83082	1327
14_scAT_r2_N_GRCm38_bismark_bt2_pe.bam	209446	104204	105242	0	244	51157327	0.01876962757912263	2802.8290553092957	2.1033466	2.1121545	1327
14_scAT_r2_X_GRCm38_bismark_bt2_pe.bam	73717	36855	36862	0	250	18502593	0.006788602927945811	10439.427998542786	8.083787	7.866939	1327
14_scAT_r3_C_GRCm38_bismark_bt2_pe.bam	34316	17060	17256	0	259	8917010	0.0032716517190061996	11364.724538326263	8.771866	8.564223	1327
14_scAT_r3_N_GRCm38_bismark_bt2_pe.bam	110960	55532	55428	0	234	25998413	0.009538819916416278	4009.515837907791	3.0198853	3.021489	1327
14_scAT_r3_X_GRCm38_bismark_bt2_pe.bam	50515	25213	25302	0	238	12036016	0.004416015282744566	9859.69621515274	7.7665763	7.430065	1327
15_BAT_r1_C_GRCm38_bismark_bt2_pe.bam	60163	29744	30419	0	256	15435946	0.005663449885711339	11632.055505752563	8.96187	8.765678	1327
15_BAT_r1_N_GRCm38_bismark_bt2_pe.bam	204480	102077	102403	0	242	49578483	0.01819034958272668	2850.8908846378326	2.1379652	2.148373	1327
15_BAT_r1_X_GRCm38_bismark_bt2_pe.bam	100968	50296	50672	0	239	24230462	0.008890158545814616	9942.88306093216	7.700347	7.492753	1327
15_BAT_r2_C_GRCm38_bismark_bt2_pe.bam	45841	23144	22697	0	259	11908787	0.004369334951943385	11261.865924835205	8.769146	8.4867115	1327
15_BAT_r2_N_GRCm38_bismark_bt2_pe.bam	129772	64323	65449	0	245	31840733	0.011682367615811514	3720.33522939682	2.7939458	2.8035684	1327
15_BAT_r2_X_GRCm38_bismark_bt2_pe.bam	65638	32753	32885	0	243	15974764	0.005861142255231109	9607.237659454346	7.5142875	7.239817	1327
15_BAT_r3_C_GRCm38_bismark_bt2_pe.bam	64078	31693	32385	0	250	16034520	0.0058830667366571625	11616.15262389183	8.964026	8.753695	1327
15_BAT_r3_N_GRCm38_bismark_bt2_pe.bam	197105	98347	98758	0	228	44991178	0.016507266992390263	2920.308935403824	2.1909606	2.200685	1327
15_BAT_r3_X_GRCm38_bismark_bt2_pe.bam	91992	45607	46385	0	231	21316268	0.007820940522102906	10088.012570858002	7.7642756	7.6021194	1327
15_Blood_r1_C_GRCm38_bismark_bt2_pe.bam	44957	22187	22770	0	266	11974319	0.004393378648255256	11483.789905548096	8.867628	8.653949	1327
15_Blood_r1_N_GRCm38_bismark_bt2_pe.bam	163034	81070	81964	0	248	40495776	0.014857903620483772	3277.222235918045	2.4647522	2.4696474	1327
15_Blood_r1_X_GRCm38_bismark_bt2_pe.bam	77457	38640	38817	0	246	19067751	0.006995959445681027	9715.82062625885	7.4978156	7.3216434	1327
15_Blood_r2_C_GRCm38_bismark_bt2_pe.bam	79001	39298	39703	0	270	21368924	0.007840260012931782	11899.858644008636	9.121417	8.967489	1327
15_Blood_r2_N_GRCm38_bismark_bt2_pe.bam	285670	142373	143297	0	243	69433875	0.025475294577555884	2223.1329112052917	1.6555755	1.6753074	1327
15_Blood_r2_X_GRCm38_bismark_bt2_pe.bam	98956	49679	49277	0	248	24575407	0.009016718895327805	10660.723434448242	8.243959	8.033703	1327
15_Blood_r3_C_GRCm38_bismark_bt2_pe.bam	80256	39705	40551	0	258	20783721	0.007625548983010588	11627.65002655983	8.887175	8.762359	1327
15_Blood_r3_N_GRCm38_bismark_bt2_pe.bam	253479	126203	127276	0	236	59861695	0.021963260930443592	2436.1302258968353	1.8280588	1.8358178	1327
15_Blood_r3_X_GRCm38_bismark_bt2_pe.bam	115398	57335	58063	0	239	27663854	0.010149870359395866	10160.116274356842	7.8157496	7.6564555	1327
15_Liver_r1_C_GRCm38_bismark_bt2_pe.bam	17196	8383	8813	0	243	4179263	0.001533371946216165	10991.34847164154	8.669138	8.282855	1327
15_Liver_r1_N_GRCm38_bismark_bt2_pe.bam	50669	25387	25282	0	231	11736793	0.004306230338877037	5509.868869304657	4.1507497	4.1521244	1327
15_Liver_r1_X_GRCm38_bismark_bt2_pe.bam	25942	12962	12980	0	228	5918245	0.002171404588281256	9481.159667491913	7.2685666	7.144808	1327
15_Liver_r2_C_GRCm38_bismark_bt2_pe.bam	24188	12068	12120	0	212	5141095	0.001886268187915476	11276.227021217346	8.828997	8.497534	1327
15_Liver_r2_N_GRCm38_bismark_bt2_pe.bam	108458	54096	54362	0	203	22120226	0.008115912779923498	4054.4820704460144	3.0527883	3.0553746	1327
15_Liver_r2_X_GRCm38_bismark_bt2_pe.bam	35558	17686	17872	0	200	7132533	0.002616926957614542	9777.913178920746	7.621037	7.368435	1327
15_Liver_r3_C_GRCm38_bismark_bt2_pe.bam	12117	6098	6019	0	263	3197879	0.0011733020740723433	11341.463151454926	8.688752	8.546694	1327
15_Liver_r3_N_GRCm38_bismark_bt2_pe.bam	36272	18018	18254	0	238	8637825	0.003169218719024059	6151.355092048645	4.632997	4.6355352	1327
15_Liver_r3_X_GRCm38_bismark_bt2_pe.bam	16739	8344	8395	0	240	4033352	0.0014798371880436483	9936.25569486618	7.4856052	7.4877586	1327
15_scAT_r1_C_GRCm38_bismark_bt2_pe.bam	99823	49772	50051	0	267	26715912	0.009802070359864837	11378.560752630234	8.750749	8.57465	1327
15_scAT_r1_N_GRCm38_bismark_bt2_pe.bam	300666	150009	150657	0	249	75029731	0.027528414614621126	2120.9201242923737	1.5817633	1.598282	1327
15_scAT_r1_X_GRCm38_bismark_bt2_pe.bam	147503	73321	74182	0	248	36604262	0.013430106806570061	9696.152579545975	7.5685387	7.306822	1327
15_scAT_r2_C_GRCm38_bismark_bt2_pe.bam	62360	31424	30936	0	264	16489465	0.006049986095422407	11768.5639564991	9.003235	8.868548	1327
15_scAT_r2_N_GRCm38_bismark_bt2_pe.bam	245556	122675	122881	0	234	57539475	0.02111123821712258	2506.3578258752823	1.8738731	1.8887398	1327
15_scAT_r2_X_GRCm38_bismark_bt2_pe.bam	85373	42557	42816	0	240	20534262	0.007534022454928691	10388.854904651642	8.009508	7.8288283	1327
15_scAT_r3_C_GRCm38_bismark_bt2_pe.bam	49659	25002	24657	0	248	12320124	0.004520254531840778	11426.463201522827	8.855363	8.610748	1327
15_scAT_r3_N_GRCm38_bismark_bt2_pe.bam	167439	82959	84480	0	226	37986887	0.013937392035362105	3225.5503413677216	2.4262896	2.4307086	1327
15_scAT_r3_X_GRCm38_bismark_bt2_pe.bam	76692	38226	38466	0	229	17581389	0.006450613102863705	9933.75489616394	7.70478	7.485874	1327
16_BAT_r1_C_GRCm38_bismark_bt2_pe.bam	24831	12409	12422	0	267	6647065	0.0024388087075820197	11592.75700712204	8.9166765	8.736064	1327
16_BAT_r1_N_GRCm38_bismark_bt2_pe.bam	76900	38248	38652	0	252	19425508	0.007127220519071828	4713.478014469147	3.5488696	3.5519805	1327
16_BAT_r1_X_GRCm38_bismark_bt2_pe.bam	39630	20038	19592	0	250	9927834	0.003642523129626208	9972.338809967041	7.8271885	7.5149503	1327
16_BAT_r2_C_GRCm38_bismark_bt2_pe.bam	64235	31775	32460	0	252	16189071	0.005939771511556387	11387.70145201683	8.767852	8.581538	1327
16_BAT_r2_N_GRCm38_bismark_bt2_pe.bam	185328	92448	92880	0	240	44503521	0.016328345598073626	3041.9010741710663	2.279844	2.2923143	1327
16_BAT_r2_X_GRCm38_bismark_bt2_pe.bam	93680	46765	46915	0	237	22209308	0.00814859697321615	9813.795510530472	7.58604	7.395475	1327
16_BAT_r3_C_GRCm38_bismark_bt2_pe.bam	65260	32482	32778	0	249	16279644	0.005973002752874446	11506.927577257156	8.891853	8.671385	1327
16_BAT_r3_N_GRCm38_bismark_bt2_pe.bam	204480	101225	103255	0	225	46204999	0.01695261801938427	2848.417859315872	2.1379652	2.1465094	1327
