DataStore	Total Read Count	Forward Read Count	Reverse Read Count	Unknown Read Count	Mean Read Length	Total Read Length	Fold Coverage	Total Quantitation	Median Quantitation	Mean Quantitation	Valid Quantitations
09_BAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	179524	125922	53602	0	1	179524	6.586737069969295E-5	3091.8279597759247	2.3257482	2.3299382	1327
09_BAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	154495	69939	84556	0	1	154495	5.668422849451361E-5	6630.483104944229	5.2793303	4.9965963	1327
09_BAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	172882	72879	100003	0	1	172882	6.343042034103694E-5	7034.298252820969	5.5321403	5.300903	1327
09_BAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	303400	212780	90620	0	1	303400	1.1131748551885452E-4	2089.1423295736313	1.568704	1.5743349	1327
09_BAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	211136	108085	103051	0	1	211136	7.746581615856581E-5	6260.323749065399	4.828718	4.717652	1327
09_BAT_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	141885	53230	88655	0	1	141885	5.205761843389147E-5	7265.599890708923	5.624561	5.4752073	1327
09_BAT_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	210787	150425	60362	0	1	210787	7.733776802921157E-5	2783.634679079056	2.094139	2.09769	1327
09_BAT_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	144905	63821	81084	0	1	144905	5.3165656687902485E-5	6859.184522867203	5.3717833	5.168941	1327
09_Blood_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	126473	58143	68330	0	1	126473	4.640295433759422E-5	7127.764843463898	5.568061	5.3713374	1327
09_Blood_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	180321	151214	29107	0	1	180321	6.61597900667283E-5	3081.523322582245	2.3193574	2.3221729	1327
09_Blood_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	143748	81424	62324	0	1	143748	5.274115329058767E-5	6518.388022899628	5.120314	4.9121237	1327
09_Blood_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	210937	105563	105374	0	1	210937	7.7392803041828E-5	6997.567085981369	5.415041	5.273223	1327
09_Blood_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	326481	270132	56349	0	1	326481	1.1978590636018834E-4	1952.3350434303284	1.462926	1.4712397	1327
09_Blood_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	238002	140862	97140	0	1	238002	8.73229538182545E-5	6363.438273668289	4.8783092	4.7953568	1327
09_Blood_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	53120	25416	27704	0	1	53120	1.9489732467902282E-5	7167.5743017196655	5.234601	5.401337	1327
09_Blood_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	75276	63110	12166	0	1	75276	2.7618770731434717E-5	4752.94890666008	3.579663	3.581725	1327
09_Blood_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	57524	32707	24817	0	1	57524	2.1105560438320987E-5	6666.664112567902	5.119692	5.0238614	1327
09_Liver_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	124062	55162	68900	0	1	124062	4.551835823480596E-5	7247.23428273201	5.5958295	5.461367	1327
09_Liver_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	178391	137225	41166	0	1	178391	6.545167290439676E-5	3101.884517431259	2.334882	2.3375165	1327
09_Liver_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	145181	77600	67581	0	1	145181	5.326692111111674E-5	6543.241219758987	5.1060038	4.9308524	1327
09_Liver_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	198005	86204	111801	0	1	198005	7.264805115412258E-5	7498.094344615936	5.795823	5.65041	1327
09_Liver_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	319282	246639	72643	0	1	319282	1.1714459265468328E-4	1991.5894967317581	1.4950937	1.500821	1327
09_Liver_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	213196	107467	105729	0	1	213196	7.822163033183161E-5	7022.138615369797	5.3996725	5.29174	1327
09_Liver_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	140488	62578	77910	0	1	140488	5.1545059016390355E-5	7239.690670967102	5.638836	5.4556823	1327
09_Liver_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	195273	149230	46043	0	1	195273	7.164568012433513E-5	2930.2339901924133	2.2044325	2.2081642	1327
09_Liver_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	154951	80936	74015	0	1	154951	5.685153493286759E-5	6646.122983217239	5.2750783	5.008382	1327
09_scAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	125004	55884	69120	0	1	125004	4.586397811403721E-5	6706.224431037903	5.3218822	5.0536733	1327
09_scAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	183864	141336	42528	0	1	183864	6.745971706472863E-5	3043.8805780410767	2.291286	2.293806	1327
09_scAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	139412	75138	64274	0	1	139412	5.115027452588842E-5	5970.824090480804	4.842573	4.4994907	1327
09_scAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	239975	99695	140280	0	1	239975	8.804684768420274E-5	7196.649382472038	5.5184755	5.4232473	1327
09_scAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	355685	274850	80835	0	1	355685	1.305008564165253E-4	1786.4282009601593	1.3393248	1.3462157	1327
09_scAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	245878	117945	127933	0	1	245878	9.021265888070176E-5	6770.426320075989	5.1939106	5.1020546	1327
10_BAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	176200	66769	109431	0	1	176200	6.46477948201126E-5	7407.471351385117	5.674639	5.5821185	1327
10_BAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	255823	184017	71806	0	1	255823	9.386148021717179E-5	2415.0519275665283	1.814779	1.8199337	1327
10_BAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	210218	100272	109946	0	1	210218	7.71290018813532E-5	6681.816743850708	5.250042	5.03528	1327
10_BAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	155064	65036	90028	0	1	155064	5.6892994642371975E-5	7064.307690382004	5.4964194	5.3235173	1327
10_BAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	263027	187659	75368	0	1	263027	9.650462842309738E-5	2360.5177367925644	1.7747141	1.7788378	1327
10_BAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	187292	96262	91030	0	1	187292	6.871745055305636E-5	6271.901358127594	5.001601	4.7263765	1327
10_BAT_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	119968	46355	73613	0	1	119968	4.4016269290461234E-5	7288.4985983371735	5.644241	5.492463	1327
10_BAT_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	193209	140081	53128	0	1	193209	7.088839835073291E-5	2948.817302465439	2.2197628	2.2221682	1327
10_BAT_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	129041	58521	70520	0	1	129041	4.734515375358769E-5	6852.4746680259705	5.2760267	5.1638846	1327
10_Blood_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	70371	34263	36108	0	1	70371	2.5819125818877098E-5	7039.816378593445	5.413838	5.3050613	1327
10_Blood_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	111421	91046	20375	0	1	111421	4.088037427157643E-5	4002.730463027954	3.0139039	3.0163755	1327
10_Blood_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	80777	47187	33590	0	1	80777	2.963708809412166E-5	6403.033945322037	5.2148743	4.8251953	1327
10_Blood_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	142125	71773	70352	0	1	142125	5.214567445407778E-5	6939.769720315933	5.39973	5.229668	1327
10_Blood_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	221916	180481	41435	0	1	221916	8.142099906526737E-5	2686.806408882141	2.0199113	2.0247223	1327
10_Blood_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	161250	95802	65448	0	1	161250	5.9162638562674E-5	6303.778784036636	4.954557	4.7503986	1327
10_Blood_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	194757	96354	98403	0	1	194757	7.145635968093457E-5	7174.093058824539	5.5301776	5.4062495	1327
10_Blood_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	309007	251742	57265	0	1	309007	1.1337469429045708E-4	2056.189132332802	1.5422856	1.549502	1327
10_Blood_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	219313	126523	92790	0	1	219313	8.046595814633007E-5	6577.623876571655	5.1889367	4.9567623	1327
10_Liver_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	129742	57679	72063	0	1	129742	4.760235071254852E-5	7270.179977655411	5.753638	5.4786587	1327
10_Liver_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	189478	145529	43949	0	1	189478	6.951949413691996E-5	2987.0601177215576	2.2478945	2.2509873	1327
10_Liver_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	155510	82369	73141	0	1	155510	5.7056632079884856E-5	6537.47007894516	5.269883	4.9265037	1327
10_Liver_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	163550	69542	94008	0	1	163550	6.0006508756126096E-5	7393.099436759949	5.6121964	5.571288	1327
10_Liver_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	253608	194346	59262	0	1	253608	9.304879653086901E-5	2431.5480748414993	1.8273247	1.8323648	1327
10_Liver_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	173909	85358	88551	0	1	173909	6.38072267274175E-5	6978.807892084122	5.3309503	5.2590866	1327
10_Liver_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	103026	45332	57694	0	1	103026	3.7800248065476286E-5	7302.384206295013	5.6008477	5.502927	1327
10_Liver_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	163118	125494	37624	0	1	163118	5.9848007919790746E-5	3274.4520993232727	2.464009	2.46756	1327
10_Liver_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	118667	63014	55653	0	1	118667	4.353893228103464E-5	6681.991631031036	5.0750093	5.035412	1327
10_scAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	203093	94150	108943	0	1	203093	7.451483878207225E-5	6890.873822689056	5.2997875	5.1928215	1327
10_scAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	341108	257892	83216	0	1	341108	1.2515255389045955E-4	1869.3412848711014	1.3996964	1.4086972	1327
10_scAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	239221	131273	107948	0	1	239221	8.77702050207841E-5	6148.279936909676	4.8709393	4.633218	1327
10_scAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	165024	70616	94408	0	1	165024	6.054731948010365E-5	7177.835848093033	5.599252	5.40907	1327
10_scAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	252152	193188	58964	0	1	252152	9.251459000840542E-5	2443.330978155136	1.8356314	1.8412441	1327
10_scAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	170273	83278	86995	0	1	170273	6.247317802159498E-5	6729.67170882225	5.361433	5.0713425	1327
11_BAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	139408	52386	87022	0	1	139408	5.114880692555198E-5	7375.529526948929	5.8426147	5.558048	1327
11_BAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	186695	137096	49599	0	1	186695	6.849841120284293E-5	3015.6919701099396	2.2692418	2.2725637	1327
11_BAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	161601	77203	84398	0	1	161601	5.929142049219647E-5	6664.658251285553	5.2144547	5.02235	1327
11_BAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	93899	37608	56291	0	1	93899	3.445155099780791E-5	7046.927338600159	5.4127464	5.31042	1327
11_BAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	132855	94934	37921	0	1	132855	4.874451067438173E-5	3667.6562283039093	2.7600725	2.7638705	1327
11_BAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	106511	51194	55317	0	1	106511	3.907889485859827E-5	6426.813298940659	4.815888	4.843115	1327
11_BAT_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	67530	27070	40460	0	1	67530	2.4776762679921708E-5	7186.650138616562	5.47329	5.4157124	1327
11_BAT_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	93568	68123	25445	0	1	93568	3.433010706996763E-5	4337.654645442963	3.2658377	3.2687676	1327
11_BAT_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	72507	35245	37262	0	1	72507	2.6602824398535217E-5	6666.292755126953	4.7857356	5.0235815	1327
11_Blood_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	168753	83978	84775	0	1	168753	6.191548989374838E-5	7145.535537481308	5.5670147	5.384729	1327
11_Blood_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	254946	212037	42909	0	1	254946	9.353970884340766E-5	2421.3221698999405	1.8197333	1.8246588	1327
11_Blood_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	199173	118192	80981	0	1	199173	7.30765904523626E-5	6448.493310689926	5.135261	4.8594522	1327
11_Blood_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	253291	134760	118531	0	1	253291	9.293248920420626E-5	6987.676840543747	5.4405637	5.26577	1327
11_Blood_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	420588	347918	72670	0	1	420588	1.5431377257549105E-4	1465.0936859846115	1.0975174	1.1040646	1327
11_Blood_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	295866	183579	112287	0	1	295866	1.0855326028517274E-4	6257.475395679474	4.926909	4.715505	1327
11_Blood_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	120906	63495	57411	0	1	120906	4.4360421569356046E-5	6964.8232254981995	5.3699703	5.248548	1327
11_Blood_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	198790	165902	32888	0	1	198790	7.293606772014862E-5	2894.908360719681	2.17868	2.1815436	1327
11_Blood_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	136396	82976	53420	0	1	136396	5.0043703872213846E-5	6346.82227396965	4.874127	4.782835	1327
11_Liver_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	71243	32276	38967	0	1	71243	2.6139062692220672E-5	7142.8809814453125	5.3960705	5.3827286	1327
11_Liver_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	105488	82134	23354	0	1	105488	3.870355607255414E-5	4107.0949058532715	3.0928462	3.0950224	1327
11_Liver_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	83775	46527	37248	0	1	83775	3.073705454628226E-5	6438.6468279361725	5.162299	4.852032	1327
11_Liver_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	257319	108099	149220	0	1	257319	9.441036274299975E-5	7453.5501717329025	5.7657247	5.6168427	1327
11_Liver_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	366272	283718	82554	0	1	366272	1.3438522760699369E-4	1733.0760916471481	1.2970097	1.3060106	1327
11_Liver_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	264816	127684	137132	0	1	264816	9.716101267356947E-5	7093.604261398315	5.5019	5.345595	1327
11_Liver_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	165616	76213	89403	0	1	165616	6.076452432989654E-5	7220.681747198105	5.594086	5.4413576	1327
11_Liver_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	238013	184846	53167	0	1	238013	8.73269897191797E-5	2550.7681572437286	1.9188848	1.9222066	1327
11_Liver_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	185469	100766	84703	0	1	185469	6.804859169972455E-5	6599.329540252686	5.238105	4.9731193	1327
11_scAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	208123	96438	111685	0	1	208123	7.636034620514357E-5	6826.084010362625	5.2644916	5.143997	1327
11_scAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	349682	268233	81449	0	1	349682	1.282983552116153E-4	1818.62287068367	1.3638815	1.370477	1327
11_scAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	247725	136747	110978	0	1	247725	9.089032333605219E-5	6118.231372714043	4.8205433	4.610574	1327
11_scAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	189137	78541	110596	0	1	189137	6.939438120823858E-5	7165.913160324097	5.5724216	5.4000854	1327
11_scAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	283907	218522	65385	0	1	283907	1.0416550217930597E-4	2217.4643718004227	1.6645066	1.6710356	1327
11_scAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	194541	94595	99946	0	1	194541	7.13771092627669E-5	6741.031518697739	5.169209	5.079903	1327
12_BAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	110979	41962	69017	0	1	110979	4.071820443439998E-5	7402.417745351791	5.756604	5.5783105	1327
12_BAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	167509	121366	46143	0	1	167509	6.145906618911602E-5	3222.38187456131	2.4256864	2.428321	1327
12_BAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	135647	66436	69211	0	1	135647	4.976889570921575E-5	6671.358985424042	5.203999	5.0273995	1327
12_BAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	139219	59913	79306	0	1	139219	5.107946280965527E-5	7096.529853582382	5.4295344	5.3477993	1327
12_BAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	228605	164699	63906	0	1	228605	8.387519372787652E-5	2628.2815771102905	1.9770682	1.9806191	1327
12_BAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	125923	63212	62711	0	1	125923	4.620115929133394E-5	6479.969377756119	4.989386	4.883172	1327
12_BAT_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	154576	63018	91558	0	1	154576	5.671394740132649E-5	7210.01598405838	5.5009665	5.43332	1327
12_BAT_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	235054	171802	63252	0	1	235054	8.624133237029938E-5	2581.7819397449493	1.9369328	1.945578	1327
12_BAT_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	175350	86468	88882	0	1	175350	6.433592974861944E-5	6562.229335308075	5.096653	4.9451613	1327
12_Blood_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	180270	90290	89980	0	1	180270	6.614107816243871E-5	7149.221348285675	5.6416936	5.3875065	1327
12_Blood_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	285697	231105	54592	0	1	285697	1.0482225332986215E-4	2199.959800720215	1.6554391	1.6578447	1327
12_Blood_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	213849	125886	87963	0	1	213849	7.846121608675517E-5	6491.7683198452	5.0326905	4.8920636	1327
12_Blood_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	146639	75332	71307	0	1	146639	5.380186143374854E-5	7009.090265512466	5.354622	5.2819066	1327
12_Blood_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	251427	201426	50001	0	1	251427	9.224858744742595E-5	2448.387441277504	1.8397855	1.8450546	1327
12_Blood_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	172041	103287	68754	0	1	172041	6.312185737030075E-5	6197.9388692379	4.8611035	4.6706395	1327
12_Blood_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	192638	94421	98217	0	1	192638	7.067889840270632E-5	7165.640079498291	5.5459604	5.3998795	1327
12_Blood_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	297273	240559	56714	0	1	297273	1.0906948870351496E-4	2127.351307153702	1.5981365	1.6031283	1327
12_Blood_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	213476	121912	91564	0	1	213476	7.832436235538229E-5	6575.886139154434	5.035209	4.955453	1327
12_Liver_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	102094	46191	55903	0	1	102094	3.745829718708614E-5	7238.707475662231	5.613958	5.4549417	1327
12_Liver_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	148011	113828	34183	0	1	148011	5.430524834914692E-5	3457.6248109340668	2.6042206	2.605595	1327
12_Liver_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	118111	64061	54050	0	1	118111	4.33349358342697E-5	6554.659200191498	5.0817847	4.939457	1327
12_Liver_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	54905	22750	32155	0	1	54905	2.014464911803793E-5	7361.395467281342	5.7718806	5.5473967	1327
12_Liver_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	76768	58817	17951	0	1	76768	2.816618565692625E-5	4715.527131795883	3.5513482	3.5535245	1327
12_Liver_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	57056	27484	29572	0	1	57056	2.093385119895769E-5	7009.711540222168	5.131478	5.282375	1327
12_Liver_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	198058	88240	109818	0	1	198058	7.266749685858039E-5	7330.885155200958	5.657933	5.524405	1327
12_Liver_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	282507	217171	65336	0	1	282507	1.0365184206155251E-4	2227.232296347618	1.6716384	1.6783966	1327
12_Liver_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	220266	115125	105141	0	1	220266	8.081561392648652E-5	6750.701829910278	5.352606	5.0871906	1327
12_scAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	186813	89508	97305	0	1	186813	6.854170541276786E-5	6938.264578819275	5.4203334	5.2285337	1327
12_scAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	319105	243653	75452	0	1	319105	1.1707965133979588E-4	1993.8671391010284	1.4958937	1.5025374	1327
12_scAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	225235	127044	98191	0	1	225235	8.263874044442716E-5	6190.558520555496	4.73546	4.665078	1327
12_scAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	129607	55853	73754	0	1	129607	4.755281920119373E-5	7224.657424926758	5.532747	5.4443536	1327
12_scAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	192957	148444	44513	0	1	192957	7.079593952953729E-5	2953.1398034095764	2.2216456	2.2254257	1327
12_scAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	132315	64761	67554	0	1	132315	4.854638462896254E-5	6827.680593013763	5.2398796	5.1452003	1327
13_BAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	105896	40781	65115	0	1	105896	3.885325130687086E-5	7337.911096811295	5.5612082	5.5296993	1327
13_BAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	170188	121284	48904	0	1	170188	6.244199151444566E-5	3194.8941435813904	2.4027958	2.4076068	1327
13_BAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	130639	63996	66643	0	1	130639	4.793146008799484E-5	6577.738847255707	4.9363422	4.956849	1327
13_BAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	104754	45697	59057	0	1	104754	3.8434251410817686E-5	7082.499729156494	5.576851	5.3372264	1327
13_BAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	196573	141273	55300	0	1	196573	7.212265023367762E-5	2916.8349645137787	2.1948597	2.198067	1327
13_BAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	131517	70502	61015	0	1	131517	4.825359836184308E-5	6233.466406345367	4.926679	4.6974125	1327
13_BAT_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	145082	57219	87863	0	1	145082	5.323059800278989E-5	7296.639700889587	5.5924144	5.498598	1327
13_BAT_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	211703	153170	58533	0	1	211703	7.767384850625597E-5	2778.4611887931824	2.0878832	2.0937915	1327
